Drone,Time,North,East,Altitude,Vx,Vy
2, 0.87, 9.49, 65.08, -0.00, 1.70, 2.03
3, 0.87, 13.61, 191.32, -0.00, 2.80, -1.58
4, 0.87, 203.96, 18.37, -0.00, 0.70, 2.96
5, 0.87, 116.36, 249.57, -0.00, 2.52, -1.15
1, 0.88, 7.00, 10.71, -0.00, 0.85, 1.84
2, 0.88, 9.49, 65.08, -0.00, 1.70, 2.03
3, 0.88, 13.61, 191.32, -0.00, 2.80, -1.58
4, 0.88, 203.96, 18.37, -0.00, 0.70, 2.96
5, 0.88, 116.36, 249.57, -0.00, 2.52, -1.15
1, 0.89, 7.00, 10.71, -0.00, 0.85, 1.84
2, 0.89, 9.49, 65.08, -0.00, 1.70, 2.03
3, 0.89, 13.61, 191.32, -0.00, 2.80, -1.58
4, 0.89, 203.96, 18.37, -0.00, 0.70, 2.96
5, 0.89, 116.36, 249.57, -0.00, 2.52, -1.15
1, 0.90, 7.00, 10.71, -0.00, 0.85, 1.84
2, 0.90, 9.49, 65.08, -0.00, 1.70, 2.03
3, 0.90, 13.61, 191.32, -0.00, 2.80, -1.58
4, 0.90, 203.96, 18.37, -0.00, 0.70, 2.96
5, 0.90, 116.36, 249.57, -0.00, 2.52, -1.15
1, 0.91, 7.00, 10.71, -0.00, 0.85, 1.84
2, 0.91, 9.49, 65.08, -0.00, 1.70, 2.03
3, 0.91, 13.61, 191.32, -0.00, 2.80, -1.58
4, 0.91, 203.96, 18.37, -0.00, 0.70, 2.96
5, 0.91, 116.36, 249.57, -0.00, 2.52, -1.15
1, 0.92, 7.00, 10.71, -0.00, 0.85, 1.84
2, 0.92, 9.49, 65.08, -0.00, 1.70, 2.03
3, 0.92, 13.61, 191.32, -0.00, 2.80, -1.58
4, 0.92, 203.96, 18.37, -0.00, 0.70, 2.96
5, 0.92, 116.36, 249.57, -0.00, 2.52, -1.15
1, 0.93, 7.00, 10.71, -0.00, 0.85, 1.84
2, 0.93, 9.49, 65.08, -0.00, 1.70, 2.03
3, 0.93, 13.61, 191.32, -0.00, 2.80, -1.58
4, 0.93, 203.96, 18.37, -0.00, 0.70, 2.96
5, 0.93, 116.36, 249.57, -0.00, 2.52, -1.15
1, 0.94, 7.00, 10.71, -0.00, 0.85, 1.84
2, 0.94, 9.49, 65.08, -0.00, 1.70, 2.03
3, 0.94, 13.61, 191.32, -0.00, 2.80, -1.58
4, 0.94, 203.96, 18.37, -0.00, 0.70, 2.96
5, 0.94, 116.36, 249.57, -0.00, 2.52, -1.15
1, 0.95, 7.00, 10.71, -0.00, 0.85, 1.84
2, 0.95, 9.49, 65.08, -0.00, 1.70, 2.03
3, 0.95, 13.61, 191.32, -0.00, 2.80, -1.58
4, 0.95, 203.96, 18.37, -0.00, 0.70, 2.96
5, 0.95, 116.36, 249.57, -0.00, 2.52, -1.15
1, 0.96, 7.00, 10.71, -0.00, 0.85, 1.84
2, 0.96, 9.49, 65.08, -0.00, 1.70, 2.03
3, 0.96, 13.61, 191.32, -0.00, 2.80, -1.58
4, 0.96, 203.96, 18.37, -0.00, 0.70, 2.96
5, 0.96, 116.36, 249.57, -0.00, 2.52, -1.15
1, 0.97, 7.00, 10.71, -0.00, 0.85, 1.84
2, 0.97, 9.49, 65.08, -0.00, 1.70, 2.03
3, 0.97, 13.61, 191.32, -0.00, 2.80, -1.58
4, 0.97, 203.96, 18.37, -0.00, 0.70, 2.96
5, 0.97, 116.36, 249.57, -0.00, 2.52, -1.15
1, 0.98, 7.00, 10.71, -0.00, 0.85, 1.84
2, 0.98, 9.49, 65.08, -0.00, 1.70, 2.03
3, 0.98, 13.61, 191.32, -0.00, 2.80, -1.58
4, 0.98, 203.96, 18.37, -0.00, 0.70, 2.96
5, 0.98, 116.36, 249.57, -0.00, 2.52, -1.15
1, 0.99, 7.00, 10.71, -0.00, 0.85, 1.84
2, 0.99, 9.49, 65.08, -0.00, 1.70, 2.03
3, 0.99, 13.61, 191.32, -0.00, 2.80, -1.58
4, 0.99, 203.96, 18.37, -0.00, 0.70, 2.96
5, 0.99, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.00, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.00, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.00, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.00, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.00, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.01, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.01, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.01, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.01, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.01, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.02, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.02, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.02, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.02, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.02, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.03, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.03, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.03, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.03, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.03, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.04, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.04, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.04, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.04, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.04, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.05, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.05, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.05, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.05, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.05, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.06, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.06, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.06, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.06, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.06, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.07, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.07, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.07, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.07, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.07, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.08, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.08, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.08, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.08, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.08, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.09, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.09, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.09, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.09, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.09, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.10, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.10, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.10, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.10, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.10, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.11, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.11, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.11, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.11, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.11, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.12, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.12, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.12, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.12, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.12, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.13, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.13, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.13, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.13, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.13, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.14, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.14, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.14, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.14, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.14, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.15, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.15, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.15, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.15, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.15, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.16, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.16, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.16, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.16, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.16, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.17, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.17, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.17, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.17, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.17, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.18, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.18, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.18, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.18, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.18, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.19, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.19, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.19, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.19, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.19, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.20, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.20, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.20, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.20, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.20, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.21, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.21, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.21, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.21, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.21, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.22, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.22, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.22, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.22, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.22, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.23, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.23, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.23, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.23, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.23, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.24, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.24, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.24, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.24, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.24, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.25, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.25, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.25, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.25, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.25, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.26, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.26, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.26, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.26, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.26, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.27, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.27, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.27, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.27, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.27, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.28, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.28, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.28, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.28, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.28, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.29, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.29, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.29, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.29, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.29, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.30, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.30, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.30, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.30, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.30, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.31, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.31, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.31, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.31, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.31, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.32, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.32, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.32, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.32, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.32, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.33, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.33, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.33, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.33, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.33, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.34, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.34, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.34, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.34, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.34, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.35, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.35, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.35, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.35, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.35, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.36, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.36, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.36, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.36, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.36, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.37, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.37, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.37, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.37, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.37, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.38, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.38, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.38, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.38, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.38, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.39, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.39, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.39, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.39, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.39, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.40, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.40, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.40, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.40, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.40, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.41, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.41, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.41, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.41, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.41, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.42, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.42, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.42, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.42, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.42, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.43, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.43, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.43, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.43, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.43, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.44, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.44, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.44, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.44, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.44, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.45, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.45, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.45, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.45, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.45, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.46, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.46, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.46, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.46, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.46, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.47, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.47, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.47, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.47, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.47, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.48, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.48, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.48, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.48, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.48, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.49, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.49, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.49, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.49, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.49, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.50, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.50, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.50, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.50, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.50, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.51, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.51, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.51, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.51, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.51, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.52, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.52, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.52, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.52, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.52, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.53, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.53, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.53, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.53, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.53, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.54, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.54, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.54, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.54, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.54, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.55, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.55, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.55, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.55, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.55, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.56, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.56, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.56, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.56, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.56, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.57, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.57, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.57, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.57, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.57, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.58, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.58, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.58, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.58, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.58, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.59, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.59, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.59, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.59, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.59, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.60, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.60, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.60, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.60, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.60, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.61, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.61, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.61, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.61, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.61, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.62, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.62, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.62, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.62, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.62, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.63, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.63, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.63, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.63, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.63, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.64, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.64, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.64, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.64, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.64, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.65, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.65, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.65, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.65, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.65, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.66, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.66, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.66, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.66, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.66, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.67, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.67, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.67, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.67, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.67, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.68, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.68, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.68, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.68, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.68, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.69, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.69, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.69, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.69, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.69, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.70, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.70, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.70, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.70, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.70, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.71, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.71, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.71, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.71, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.71, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.72, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.72, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.72, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.72, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.72, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.73, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.73, 9.49, 65.08, -0.00, 1.70, 2.03
3, 1.73, 13.61, 191.32, -0.00, 2.80, -1.58
4, 1.73, 203.96, 18.37, -0.00, 0.70, 2.96
5, 1.73, 116.36, 249.57, -0.00, 2.52, -1.15
1, 1.74, 7.00, 10.71, -0.00, 0.85, 1.84
2, 1.74, 9.49, 65.08, -0.00, 1.70, 2.03
